user_id,dist_channel,BaseStation,LaunchButton,StatusIndicatorSm,StatusIndicatorLg,StatusIndicatorMd,Dashboard,Alarm,DashboardMonitor,SignalAmplifier,SpyCamera,Remote,CouponCode1,CouponCode2,CouponCode3
218966947,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
218966947,"Holographic Commerce",0,0,0,0,0,1,0,2,0,0,0,0,0,0
218973019,"Holographic Commerce",0,0,0,0,0,0,0,1,0,0,0,0,0,0
218973019,Retail,0,1,9,0,0,0,0,0,0,0,0,0,0,0
218994271,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219002367,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219003379,Retail,0,1,0,0,1,0,1,0,0,0,0,0,0,0
219012993,"Dist Partners",0,1,1,0,0,0,1,0,0,0,0,0,0,0
219012993,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219019571,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219026149,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219026149,Online,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219027161,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219027161,Retail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219033739,"Holographic Commerce",0,0,0,0,0,0,0,0,1,0,0,0,0,0
219033739,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219033739,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219035257,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219039305,"Holographic Commerce",0,1,0,0,0,0,1,0,0,0,0,0,0,0
219070677,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219072195,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219088387,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219088387,"Holographic Commerce",0,0,1,1,0,0,0,0,0,0,0,0,0,0
219091929,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219095471,"Holographic Commerce",0,0,0,1,0,0,2,0,1,0,0,0,0,0
219101037,"Holographic Commerce",0,0,1,0,0,0,0,0,1,0,0,0,0,0
219101037,Online,0,0,0,0,0,1,0,1,0,0,0,0,0,0
219105085,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219107615,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219108121,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219108121,Retail,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219126337,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
219126337,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219126843,"Dist Partners",0,0,2,0,2,4,1,2,0,0,0,0,0,0
219126843,"Holographic Commerce",0,0,4,0,0,1,0,0,0,0,0,0,0,0
219134433,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219138987,"Dist Partners",0,1,0,0,0,0,0,1,0,0,0,0,0,0
219138987,Retail,0,0,1,0,0,1,0,0,0,0,0,0,0,0
219141011,Other,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219148095,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219148601,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219164287,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219178961,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219183515,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219188575,Retail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219192117,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219202237,"Holographic Commerce",0,1,2,0,0,0,1,0,0,0,0,0,0,0
219207803,"Dist Partners",0,0,0,2,1,1,0,0,1,0,0,0,0,0
219207803,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219211345,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219232597,"Dist Partners",0,0,0,0,0,0,0,2,1,0,0,0,0,0
219246765,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219254861,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219255367,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219256885,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219258909,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219258909,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,1
219265487,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219266499,"Holographic Commerce",0,0,1,0,0,0,0,0,1,0,0,0,0,0
219266499,Online,0,1,1,0,1,0,1,0,0,0,0,0,0,0
219279655,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219283703,"Dist Partners",0,0,0,1,0,0,0,0,0,1,0,0,0,0
219283703,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219288257,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219295847,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219296353,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219296353,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219298883,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219299895,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219300401,Retail,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219306473,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219309003,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219310015,"Dist Partners",0,0,3,0,0,2,0,0,0,0,0,0,0,0
219311533,"Dist Partners",0,1,0,0,0,2,0,2,0,1,0,0,0,0
219311533,"Holographic Commerce",0,0,0,0,0,0,0,0,0,0,1,0,0,0
219311533,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219315075,"Dist Partners",0,0,0,0,0,0,0,0,0,1,0,0,0,0
219319123,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219319123,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219326713,"Holographic Commerce",0,0,4,0,0,0,0,0,0,0,0,0,0,0
219326713,Retail,0,1,2,0,0,0,0,0,0,0,0,0,0,0
219327219,"Dist Partners",0,1,0,0,0,0,0,0,0,1,0,0,0,0
219328231,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219332279,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219332279,Retail,0,1,1,0,0,0,1,0,0,0,0,0,0,0
219338351,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219342399,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219342399,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219343411,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219343411,Retail,0,0,0,0,2,0,0,0,0,0,0,0,0,0
219347965,Retail,0,0,2,0,0,0,0,0,0,1,0,0,0,0
219348471,Retail,0,1,0,0,1,0,0,0,0,0,0,0,0,0
219355049,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219356061,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219356061,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219361121,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
219363145,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219363145,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219363145,Retail,0,1,0,0,0,0,1,0,0,0,0,0,0,0
219367699,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219367699,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219368711,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219375289,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219377313,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219378325,"Dist Partners",0,0,0,0,0,2,0,1,0,0,0,0,0,0
219378325,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219378831,"Holographic Commerce",0,2,0,0,0,0,0,0,0,0,0,0,0,0
219395023,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219395529,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219396541,"Holographic Commerce",0,1,1,0,0,0,0,0,0,0,0,0,0,0
219398059,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219398565,"Dist Partners",0,1,0,0,2,0,1,0,0,0,0,0,0,0
219400083,"Holographic Commerce",0,0,0,0,0,1,0,0,0,1,0,0,0,0
219403119,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219405143,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219406661,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
219410203,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219421335,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219421841,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219425889,Online,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219428925,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219438033,Online,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219439045,"Dist Partners",0,0,1,0,1,0,0,0,0,0,0,0,0,0
219440563,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219448153,"Holographic Commerce",0,0,0,0,0,0,0,0,1,0,0,0,0,0
219456249,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219460297,Online,0,0,0,1,0,0,0,0,0,0,0,0,1,0
219472441,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219472441,"Holographic Commerce",0,0,1,0,0,0,1,0,0,0,0,0,0,0
219475983,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219476489,Online,0,0,0,1,0,0,0,0,0,0,0,1,0,0
219476995,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219476995,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219480031,"Dist Partners",0,0,0,0,0,1,0,2,0,0,1,0,0,0
219480537,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219482055,"Dist Partners",0,1,0,0,0,0,1,1,0,0,0,0,0,0
219494199,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219495211,"Dist Partners",0,1,1,0,1,0,0,0,0,0,0,0,0,0
219495211,"Holographic Commerce",0,0,0,0,0,0,0,0,1,0,0,0,0,0
219495211,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219496223,"Dist Partners",0,1,1,0,2,0,1,0,0,0,0,0,0,0
219496223,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219497741,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219501789,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219509885,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219516969,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219517475,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219523041,"Dist Partners",0,1,2,0,0,0,0,0,0,1,0,0,0,0
219526077,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219527595,"Dist Partners",0,0,1,0,1,0,0,0,0,0,0,0,0,0
219529113,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219529113,"Holographic Commerce",0,1,0,0,0,0,0,0,0,0,0,0,0,0
219529113,Online,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219539233,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219539233,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219540751,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219545305,"Dist Partners",0,1,0,0,0,0,0,0,0,1,0,0,0,0
219545305,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219556437,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219556943,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219558967,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219559979,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219561497,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219568581,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
219571617,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219581231,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219581231,"Holographic Commerce",0,0,0,0,0,0,0,4,0,0,0,0,0,0
219582243,"Dist Partners",0,0,0,1,0,2,0,5,0,1,0,0,0,0
219582243,"Holographic Commerce",0,3,2,0,1,4,0,2,0,0,0,0,0,0
219590339,"Dist Partners",0,1,3,0,0,0,0,0,0,0,0,0,0,0
219591351,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219591351,Retail,0,0,0,0,2,0,0,0,0,0,0,0,0,0
219592363,"Dist Partners",0,1,0,0,0,0,1,0,0,0,0,0,0,0
219594387,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219605013,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219606531,Retail,0,0,0,1,0,0,0,0,0,1,0,0,0,0
219627783,"Dist Partners",0,2,1,1,0,0,1,2,0,0,0,0,0,0
219627783,"Holographic Commerce",0,0,3,0,0,0,0,0,0,0,0,0,0,0
219629807,"Dist Partners",0,0,0,2,0,0,0,0,0,0,0,0,0,0
219632843,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219632843,"Holographic Commerce",0,0,0,0,3,0,0,0,0,0,0,0,0,0
219634361,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
219634361,Retail,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219638409,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219644481,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219645493,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219661179,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219662191,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219662191,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219670287,"Dist Partners",0,0,1,0,1,0,0,0,0,0,0,0,0,0
219671805,Retail,0,0,1,0,0,1,0,0,0,0,0,0,0,0
219674841,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219678383,Retail,0,0,0,0,2,0,0,0,0,0,0,0,0,0
219678889,"Holographic Commerce",0,0,1,0,1,0,0,0,0,0,0,0,0,0
219678889,Retail,0,0,1,1,1,2,0,0,0,0,0,0,0,0
219682937,"Holographic Commerce",0,0,0,0,0,0,0,0,1,0,0,0,0,0
219682937,Retail,0,1,0,0,0,0,1,0,0,0,0,0,0,0
219683443,"Holographic Commerce",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219683443,Retail,0,1,0,1,0,0,0,0,0,0,0,0,0,0
219683949,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219685973,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219685973,Online,0,0,0,0,0,0,0,0,1,1,0,0,0,0
219686479,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219686985,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219689009,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
219691033,Other,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219691033,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219691539,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219712285,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219722911,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219740115,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219744669,Retail,0,1,0,0,2,0,1,0,0,0,0,0,0,0
219747705,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
219747705,"Holographic Commerce",0,0,0,0,0,0,1,0,0,0,0,0,0,0
219747705,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219753271,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219755801,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
219761873,"Dist Partners",0,1,2,0,0,0,1,0,0,0,0,0,0,0
219779583,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219783125,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219783631,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219789197,Online,0,0,0,6,0,0,1,0,1,0,0,2,2,4
219793751,Retail,0,1,1,0,0,0,1,0,0,0,0,0,0,0
219796281,Retail,0,1,2,0,0,0,0,0,0,0,0,0,0,0
219796787,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219798811,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219816521,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219817533,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,2
219819051,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219826135,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219829171,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219829171,"Holographic Commerce",0,0,3,0,0,0,1,0,0,0,0,0,0,0
219832207,Retail,0,0,3,0,0,0,0,0,0,0,0,0,0,0
219832713,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
219849411,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
219849411,"Holographic Commerce",0,0,0,0,2,0,0,0,0,0,0,0,0,0
219851435,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219853965,"Dist Partners",0,0,0,0,0,0,0,4,0,0,0,0,0,0
219857001,"Holographic Commerce",0,0,0,0,0,0,1,0,0,0,0,0,0,0
219857507,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219869651,"Dist Partners",0,0,1,0,0,0,0,0,0,1,0,0,0,0
219871675,"Dist Partners",0,1,0,0,0,3,1,0,0,0,0,0,0,0
219871675,"Holographic Commerce",0,0,0,0,0,0,0,1,0,0,0,0,0,0
219872687,"Dist Partners",0,0,0,0,0,0,0,6,0,0,0,0,0,0
219872687,"Holographic Commerce",0,0,3,0,0,0,0,0,0,0,0,0,0,0
219873193,Retail,0,1,2,0,0,0,0,0,0,0,0,0,0,0
219874711,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219874711,Online,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219877747,Retail,0,0,4,0,0,0,0,0,0,0,0,0,0,0
219885843,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219886349,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219896469,Retail,0,0,3,0,0,0,1,0,0,0,0,0,0,0
219898493,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219901023,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219904059,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219906083,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219910637,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219911143,Online,0,0,0,1,0,0,0,0,0,0,0,1,0,0
219911143,Retail,0,0,1,0,0,1,0,0,0,0,0,0,0,0
219915191,"Holographic Commerce",0,0,3,0,0,0,0,0,0,0,0,0,0,0
219915191,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219925311,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219933407,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219933913,Online,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219938973,"Holographic Commerce",0,1,0,0,0,0,0,0,0,0,0,0,0,0
219938973,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219938973,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219943021,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
219946563,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
219947069,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
219953647,"Holographic Commerce",0,1,0,0,1,0,0,0,0,0,0,0,0,0
219953647,Retail,0,0,4,0,1,0,0,0,0,0,0,0,0,0
219954659,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
