user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
224967601,partner_integration,2014-09-22,,NULL,NULL,,0
222858593,partner_integration,2013-11-22,,NULL,NULL,,0
219969333,partner_integration,2013-04-13,,NULL,NULL,,0
224967601,partner_integration,2014-09-22,,NULL,NULL,,0
224331053,partner_integration,2014-07-16,,NULL,NULL,,0
224209107,partner_integration,2014-05-13,,NULL,NULL,,0
221623447,partner_integration,2013-03-13,,NULL,NULL,,0
220960587,partner_integration,2013-06-01,,NULL,NULL,,0
222630893,partner_integration,2014-05-29,,NULL,NULL,,0
223135881,partner_integration,2013-12-19,,NULL,NULL,,0
224756093,partner_integration,2014-08-16,,NULL,NULL,,0
224497527,partner_integration,2014-06-29,,NULL,NULL,,0
224340667,partner_integration,2014-06-09,,NULL,NULL,,0
223975841,partner_integration,2014-04-03,,NULL,NULL,,0
224067933,partner_integration,2014-04-19,,NULL,NULL,,0
224410495,partner_integration,2014-06-15,,NULL,NULL,,0
220099375,partner_integration,2013-10-02,,NULL,NULL,,0
222589401,partner_integration,2013-09-25,,NULL,NULL,,0
224344715,partner_integration,2014-06-06,,NULL,NULL,,0
224967601,partner_integration,2014-09-26,,NULL,NULL,,0
224739901,partner_integration,2014-09-21,,NULL,NULL,,0
224967601,partner_integration,2014-09-22,,NULL,NULL,,0
224268815,partner_integration,2014-05-24,,NULL,NULL,,0
223034175,partner_integration,2013-12-08,,NULL,NULL,,0
221738815,partner_integration,2013-01-27,,NULL,NULL,,0
223622147,partner_integration,2014-01-29,,NULL,NULL,,0
224344715,partner_integration,2014-06-06,,NULL,NULL,,0
223231515,partner_integration,2014-09-13,,NULL,NULL,,0
222053041,partner_integration,2013-05-11,,NULL,NULL,,0
220099375,partner_integration,2014-10-01,,NULL,NULL,,0
220302787,partner_integration,2013-08-05,,NULL,NULL,,0
219259415,partner_integration,2013-10-18,,NULL,NULL,,0
220702527,partner_integration,2013-06-13,,NULL,NULL,,0
222973961,partner_integration,2013-12-01,,NULL,NULL,,0
223849341,partner_integration,2014-03-11,,NULL,NULL,,0
221623447,partner_integration,2013-01-02,,NULL,NULL,,0
224932181,partner_integration,2014-09-16,,NULL,NULL,,0
222589401,partner_integration,2013-09-25,,NULL,NULL,,0
222220021,partner_integration,2013-08-24,,NULL,NULL,,0
219421335,partner_integration,2014-10-04,,NULL,NULL,,0
222928421,partner_integration,2014-01-10,,NULL,NULL,,0
222281247,partner_integration,2014-01-15,,NULL,NULL,,0
224268815,partner_integration,2014-07-11,,NULL,NULL,,0
219421335,partner_integration,2014-10-04,,NULL,NULL,,0
222022681,partner_integration,2013-12-20,,NULL,NULL,,0
218592507,partner_integration,2013-07-27,,NULL,NULL,,0
224967601,partner_integration,2014-09-22,,NULL,NULL,,0
224497527,partner_integration,2014-08-07,,NULL,NULL,,0
224967601,partner_integration,2014-09-26,,NULL,NULL,,0
223697541,partner_integration,2014-02-11,,NULL,NULL,,0
218890541,partner_integration,2014-04-25,,NULL,NULL,,0
224178747,partner_integration,2014-05-08,,NULL,NULL,,0
224218215,partner_integration,2014-05-15,,NULL,NULL,,0
219700647,partner_integration,2014-02-06,,NULL,NULL,,0
223895387,partner_integration,2014-03-20,,NULL,NULL,,0
224800115,partner_integration,2014-08-24,,NULL,NULL,,0
223135881,partner_integration,2013-12-19,,NULL,NULL,,0
223843775,partner_integration,2014-03-10,,NULL,NULL,,0
225052103,email_sub,2014-10-07,,NULL,NULL,,0
225052103,partner_integration,2014-10-07,,NULL,NULL,,0
225063235,email_sub,2014-10-09,,NULL,NULL,,0
225065765,email_sub,2014-10-10,,NULL,NULL,,0
225065765,partner_integration,2014-10-12,,NULL,NULL,,0
225065765,partner_integration,2014-10-12,,NULL,NULL,,0
219970851,partner_integration,2014-10-12,,NULL,NULL,,0
219907601,partner_integration,2013-06-13,,NULL,NULL,,0
223151567,partner_integration,2013-12-21,,NULL,NULL,,0
224594173,partner_integration,2014-07-17,,NULL,NULL,,0
223500201,partner_integration,2014-01-08,,NULL,NULL,,0
219254861,partner_integration,2014-05-25,,NULL,NULL,,0
223520947,partner_integration,2014-01-11,,NULL,NULL,,0
223682867,partner_integration,2014-02-08,,NULL,NULL,,0
222235707,partner_integration,2013-06-21,,NULL,NULL,,0
222801921,partner_integration,2013-12-19,,NULL,NULL,,0
224138267,partner_integration,2014-05-17,,NULL,NULL,,0
224932687,partner_integration,2014-09-26,,NULL,NULL,,0
219826641,partner_integration,2014-08-03,,NULL,NULL,,0
224290573,partner_integration,2014-05-26,,NULL,NULL,,0
222913241,partner_integration,2013-12-08,,NULL,NULL,,0
221962973,partner_integration,2013-09-08,,NULL,NULL,,0
223668193,partner_integration,2014-03-07,,NULL,NULL,,0
223115641,partner_integration,2013-12-17,,NULL,NULL,,0
223359533,partner_integration,2014-01-08,,NULL,NULL,,0
223520947,partner_integration,2014-01-11,,NULL,NULL,,0
218829821,partner_integration,2013-12-08,,NULL,NULL,,0
223728913,partner_integration,2014-02-15,,NULL,NULL,,0
222594461,partner_integration,2013-09-27,,NULL,NULL,,0
219063087,partner_integration,2013-07-28,,NULL,NULL,,0
220272427,partner_integration,2014-05-13,,NULL,NULL,,0
223303367,partner_integration,2014-01-05,,NULL,NULL,,0
221708961,partner_integration,2013-12-24,,NULL,NULL,,0
224138267,partner_integration,2014-09-17,,NULL,NULL,,0
224594173,partner_integration,2014-09-18,,NULL,NULL,,0
222428493,partner_integration,2014-07-12,,NULL,NULL,,0
222827221,partner_integration,2014-05-11,,NULL,NULL,,0
221708961,partner_integration,2013-12-01,,NULL,NULL,,0
220272427,partner_integration,2014-05-13,,NULL,NULL,,0
224594173,partner_integration,2014-07-17,,NULL,NULL,,0
223151061,partner_integration,2014-02-23,,NULL,NULL,,0
224699421,partner_integration,2014-09-10,,NULL,NULL,,0
223996587,partner_integration,2014-04-07,,NULL,NULL,,0
222801921,partner_integration,2013-11-05,,NULL,NULL,,0
223450107,partner_integration,2014-07-15,,NULL,NULL,,0
221182721,partner_integration,2014-07-25,,NULL,NULL,,0
220772861,partner_integration,2014-03-21,,NULL,NULL,,0
223880207,partner_integration,2014-03-17,,NULL,NULL,,0
223121207,partner_integration,2014-03-26,,NULL,NULL,,0
223303367,partner_integration,2013-12-26,,NULL,NULL,,0
222235707,partner_integration,2013-07-12,,NULL,NULL,,0
221577907,partner_integration,2013-06-11,,NULL,NULL,,0
224153953,partner_integration,2014-08-26,,NULL,NULL,,0
223662627,partner_integration,2014-05-17,,NULL,NULL,,0
223586727,partner_integration,2014-01-22,,NULL,NULL,,0
222715901,partner_integration,2013-11-16,,NULL,NULL,,0
224795561,partner_integration,2014-08-23,,NULL,NULL,,0
219644481,partner_integration,2013-09-09,,NULL,NULL,,0
223399001,partner_integration,2013-12-29,,NULL,NULL,,0
223894881,partner_integration,2014-03-20,,NULL,NULL,,0
223662627,partner_integration,2014-02-22,,NULL,NULL,,0
223501213,partner_integration,2014-04-11,,NULL,NULL,,0
224699421,partner_integration,2014-08-05,,NULL,NULL,,0
223743081,partner_integration,2014-04-14,,NULL,NULL,,0
223581667,partner_integration,2014-06-27,,NULL,NULL,,0
223450107,partner_integration,2014-01-03,,NULL,NULL,,0
223581667,partner_integration,2014-04-06,,NULL,NULL,,0
224744961,partner_integration,2014-08-14,,NULL,NULL,,0
219063087,partner_integration,2014-04-25,,NULL,NULL,,0
219472441,partner_integration,2014-05-30,,NULL,NULL,,0
224290573,partner_integration,2014-05-26,,NULL,NULL,,0
223581667,partner_integration,2014-07-14,,NULL,NULL,,0
222452781,partner_integration,2013-08-27,,NULL,NULL,,0
221689733,partner_integration,2013-01-15,,NULL,NULL,,0
220292667,partner_integration,2014-05-27,,NULL,NULL,,0
220758187,partner_integration,2014-05-26,,NULL,NULL,,0
222605593,partner_integration,2013-09-30,,NULL,NULL,,0
223444541,partner_integration,2014-01-05,,NULL,NULL,,0
223641881,partner_integration,2014-02-01,,NULL,NULL,,0
223268453,partner_integration,2014-06-20,,NULL,NULL,,0
221962973,partner_integration,2014-04-20,,NULL,NULL,,0
221689733,partner_integration,2013-01-15,,NULL,NULL,,0
223121207,partner_integration,2014-04-11,,NULL,NULL,,0
225018201,partner_integration,2014-10-01,,NULL,NULL,,0
223682361,partner_integration,2014-02-08,,NULL,NULL,,0
221223707,partner_integration,2013-01-04,,NULL,NULL,,0
223151061,partner_integration,2014-04-24,,NULL,NULL,,0
225017695,partner_integration,2014-10-01,,NULL,NULL,,0
221952347,partner_integration,2013-04-04,,NULL,NULL,,0
222933481,partner_integration,2013-12-19,,NULL,NULL,,0
224715107,partner_integration,2014-09-19,,NULL,NULL,,0
223084775,partner_integration,2014-09-05,,NULL,NULL,,0
221734767,partner_integration,2013-01-26,,NULL,NULL,,0
222690601,partner_integration,2013-11-01,,NULL,NULL,,0
223318041,partner_integration,2014-02-27,,NULL,NULL,,0
222872255,partner_integration,2014-03-30,,NULL,NULL,,0
223818981,partner_integration,2014-03-24,,NULL,NULL,,0
222452781,partner_integration,2014-04-27,,NULL,NULL,,0
219811461,partner_integration,2013-11-09,,NULL,NULL,,0
222842907,partner_integration,2013-11-16,,NULL,NULL,,0
222376881,partner_integration,2014-01-07,,NULL,NULL,,0
223151567,partner_integration,2013-12-20,,NULL,NULL,,0
223409121,partner_integration,2013-12-30,,NULL,NULL,,0
222452781,partner_integration,2014-04-26,,NULL,NULL,,0
221577907,partner_integration,2013-06-11,,NULL,NULL,,0
221051667,partner_integration,2014-06-11,,NULL,NULL,,0
219254861,partner_integration,2013-01-31,,NULL,NULL,,0
221830401,partner_integration,2013-10-30,,NULL,NULL,,0
221334015,partner_integration,2013-08-03,,NULL,NULL,,0
222579281,partner_integration,2013-09-21,,NULL,NULL,,0
220210695,partner_integration,2013-05-29,,NULL,NULL,,0
222184601,partner_integration,2013-06-08,,NULL,NULL,,0
219063087,partner_integration,2013-10-28,,NULL,NULL,,0
218854615,partner_integration,2014-05-12,,NULL,NULL,,0
223151061,partner_integration,2014-08-05,,NULL,NULL,,0
223500201,partner_integration,2014-01-08,,NULL,NULL,,0
220813847,partner_integration,2013-06-02,,NULL,NULL,,0
222456829,partner_integration,2014-10-09,,NULL,NULL,,0
220998031,partner_integration,2014-10-10,,NULL,NULL,,0
220998031,partner_integration,2014-10-10,,NULL,NULL,,0
220998031,partner_integration,2014-10-10,,NULL,NULL,,0
225068295,email_sub,2014-10-10,,NULL,NULL,,0
219944033,partner_integration,2014-10-11,,NULL,NULL,,0
223349919,partner_integration,2014-10-12,,NULL,NULL,,0
222088967,partner_integration,2013-06-02,,NULL,NULL,,0
219477501,partner_integration,2014-02-26,,NULL,NULL,,0
223707661,partner_integration,2014-02-12,,NULL,NULL,,0
220126193,partner_integration,2014-01-23,,NULL,NULL,,0
222250887,partner_integration,2014-09-23,,NULL,NULL,,0
220298233,partner_integration,2014-02-15,,NULL,NULL,,0
219943021,partner_integration,2014-02-02,,NULL,NULL,,0
224152941,partner_integration,2014-05-05,,NULL,NULL,,0
223070101,partner_integration,2014-06-16,,NULL,NULL,,0
222327293,partner_integration,2014-04-22,,NULL,NULL,,0
220570967,partner_integration,2014-03-28,,NULL,NULL,,0
220900373,partner_integration,2013-11-07,,NULL,NULL,,0
224911941,partner_integration,2014-09-12,,NULL,NULL,,0
223698553,partner_integration,2014-02-10,,NULL,NULL,,0
224907387,partner_integration,2014-09-12,,NULL,NULL,,0
224629087,partner_integration,2014-07-23,,NULL,NULL,,0
222250887,partner_integration,2014-06-01,,NULL,NULL,,0
222721467,partner_integration,2014-09-20,,NULL,NULL,,0
221735273,partner_integration,2013-01-26,,NULL,NULL,,0
223130821,partner_integration,2013-12-19,,NULL,NULL,,0
222250887,partner_integration,2014-01-06,,NULL,NULL,,0
221896181,partner_integration,2013-03-30,,NULL,NULL,,0
222327293,partner_integration,2013-07-15,,NULL,NULL,,0
221219153,partner_integration,2013-01-13,,NULL,NULL,,0
224290067,partner_integration,2014-08-24,,NULL,NULL,,0
223000273,partner_integration,2014-06-17,,NULL,NULL,,0
221896181,partner_integration,2013-06-22,,NULL,NULL,,0
220900373,partner_integration,2014-07-26,,NULL,NULL,,0
222140073,partner_integration,2013-09-26,,NULL,NULL,,0
224709541,partner_integration,2014-08-07,,NULL,NULL,,0
224856787,partner_integration,2014-09-03,,NULL,NULL,,0
222250887,partner_integration,2013-09-07,,NULL,NULL,,0
224400881,partner_integration,2014-06-14,,NULL,NULL,,0
224629087,partner_integration,2014-07-23,,NULL,NULL,,0
224290067,partner_integration,2014-05-26,,NULL,NULL,,0
221866327,partner_integration,2014-04-06,,NULL,NULL,,0
224290067,partner_integration,2014-05-26,,NULL,NULL,,0
222807487,partner_integration,2013-11-06,,NULL,NULL,,0
223125761,partner_integration,2014-01-29,,NULL,NULL,,0
223000273,partner_integration,2013-12-18,,NULL,NULL,,0
222883893,partner_integration,2013-11-19,,NULL,NULL,,0
222088967,partner_integration,2013-05-15,,NULL,NULL,,0
222043933,partner_integration,2013-05-02,,NULL,NULL,,0
223354473,partner_integration,2014-02-22,,NULL,NULL,,0
223307921,partner_integration,2013-12-29,,NULL,NULL,,0
221431167,partner_integration,2013-01-12,,NULL,NULL,,0
221901241,partner_integration,2013-03-22,,NULL,NULL,,0
221901241,partner_integration,2013-03-22,,NULL,NULL,,0
224972661,partner_integration,2014-09-23,,NULL,NULL,,0
223940421,partner_integration,2014-03-27,,NULL,NULL,,0
224801127,partner_integration,2014-08-24,,NULL,NULL,,0
224856787,partner_integration,2014-09-19,,NULL,NULL,,0
224820861,partner_integration,2014-08-28,,NULL,NULL,,0
223394447,partner_integration,2014-02-01,,NULL,NULL,,0
223454155,partner_integration,2014-08-15,,NULL,NULL,,0
224153447,partner_integration,2014-05-15,,NULL,NULL,,0
221385627,partner_integration,2013-12-21,,NULL,NULL,,0
224693855,partner_integration,2014-08-04,,NULL,NULL,,0
222108195,partner_integration,2013-11-08,,NULL,NULL,,0
222731587,partner_integration,2013-11-02,,NULL,NULL,,0
220944901,partner_integration,2014-03-01,,NULL,NULL,,0
223834667,partner_integration,2014-03-29,,NULL,NULL,,0
222396615,partner_integration,2013-08-04,,NULL,NULL,,0
219128867,partner_integration,2013-05-29,,NULL,NULL,,0
221430661,partner_integration,2013-05-31,,NULL,NULL,,0
220838135,partner_integration,2013-01-12,,NULL,NULL,,0
222250887,partner_integration,2014-04-12,,NULL,NULL,,0
224911941,partner_integration,2014-09-12,,NULL,NULL,,0
222250887,partner_integration,2013-06-24,,NULL,NULL,,0
223834667,partner_integration,2014-03-29,,NULL,NULL,,0
223454155,partner_integration,2014-05-13,,NULL,NULL,,0
224911941,partner_integration,2014-09-12,,NULL,NULL,,0
223008875,partner_integration,2013-12-05,,NULL,NULL,,0
221866327,partner_integration,2013-03-12,,NULL,NULL,,0
224618967,partner_integration,2014-07-21,,NULL,NULL,,0
224517261,partner_integration,2014-07-03,,NULL,NULL,,0
221097207,partner_integration,2013-08-30,,NULL,NULL,,0
223779007,partner_integration,2014-03-05,,NULL,NULL,,0
221592075,partner_integration,2014-01-18,,NULL,NULL,,0
224634147,partner_integration,2014-07-29,,NULL,NULL,,0
221744381,partner_integration,2013-04-08,,NULL,NULL,,0
220615495,partner_integration,2013-12-05,,NULL,NULL,,0
221097207,partner_integration,2013-08-11,,NULL,NULL,,0
220241055,partner_integration,2014-05-10,,NULL,NULL,,0
222468467,partner_integration,2013-08-23,,NULL,NULL,,0
224693855,partner_integration,2014-08-13,,NULL,NULL,,0
224319415,partner_integration,2014-06-24,,NULL,NULL,,0
220615495,partner_integration,2013-05-28,,NULL,NULL,,0
219488127,partner_integration,2013-03-01,,NULL,NULL,,0
219477501,partner_integration,2014-08-07,,NULL,NULL,,0
224517261,partner_integration,2014-07-03,,NULL,NULL,,0
223312475,partner_integration,2013-12-26,,NULL,NULL,,0
224106895,partner_integration,2014-09-17,,NULL,NULL,,0
222923361,partner_integration,2013-11-24,,NULL,NULL,,0
223707155,partner_integration,2014-03-25,,NULL,NULL,,0
221992321,partner_integration,2013-04-16,,NULL,NULL,,0
222250887,partner_integration,2013-06-24,,NULL,NULL,,0
224077547,partner_integration,2014-10-03,,NULL,NULL,,0
221618387,partner_integration,2013-01-01,,NULL,NULL,,0
220838135,partner_integration,2013-08-31,,NULL,NULL,,0
222923361,partner_integration,2013-11-24,,NULL,NULL,,0
224106895,partner_integration,2014-06-19,,NULL,NULL,,0
222841895,partner_integration,2014-09-05,,NULL,NULL,,0
223008875,partner_integration,2013-12-05,,NULL,NULL,,0
223352955,partner_integration,2014-08-11,,NULL,NULL,,0
223834667,partner_integration,2014-09-13,,NULL,NULL,,0
224097787,partner_integration,2014-07-16,,NULL,NULL,,0
221025355,partner_integration,2014-03-01,,NULL,NULL,,0
219351507,partner_integration,2013-11-17,,NULL,NULL,,0
221430661,partner_integration,2013-10-11,,NULL,NULL,,0
225055139,email_sub,2014-10-08,,NULL,NULL,,0
222862135,partner_integration,2014-10-08,,NULL,NULL,,0
224028465,partner_integration,2014-10-09,,NULL,NULL,,0
225063741,email_sub,2014-10-09,,NULL,NULL,,0
225063741,partner_integration,2014-10-09,,NULL,NULL,,0
225063741,partner_integration,2014-10-09,,NULL,NULL,,0
225064247,email_sub,2014-10-09,,NULL,NULL,,0
225064247,partner_integration,2014-10-09,,NULL,NULL,,0
225064247,partner_integration,2014-10-09,,NULL,NULL,,0
225070825,email_sub,2014-10-10,,NULL,NULL,,0
225070825,partner_integration,2014-10-10,,NULL,NULL,,0
225070825,partner_integration,2014-10-10,,NULL,NULL,,0
222491743,partner_integration,2014-10-11,,NULL,NULL,,0
224789995,partner_integration,2014-10-11,,NULL,NULL,,0
225075885,email_sub,2014-10-11,,NULL,NULL,,0
225075885,partner_integration,2014-10-11,,NULL,NULL,,0
224454517,partner_integration,2014-10-11,,NULL,NULL,,0
224454517,partner_integration,2014-10-11,,NULL,NULL,,0
224454517,partner_integration,2014-10-11,,NULL,NULL,,0
223265923,partner_integration,2014-10-11,,NULL,NULL,,0
225070825,partner_integration,2014-10-11,,NULL,NULL,,0
223658579,partner_integration,2014-10-12,,NULL,NULL,,0
225080945,email_sub,2014-10-12,,NULL,NULL,,0
218594025,partner_integration,2014-10-12,,NULL,NULL,,0
225080945,partner_integration,2014-10-12,,NULL,NULL,,0
225080945,partner_integration,2014-10-12,,NULL,NULL,,0
225080945,partner_integration,2014-10-12,,NULL,NULL,,0
223237081,partner_integration,2014-03-26,,NULL,NULL,,0
220480393,partner_integration,2014-01-18,,NULL,NULL,,0
222064173,partner_integration,2013-05-09,,NULL,NULL,,0
224422133,partner_integration,2014-06-17,,NULL,NULL,,0
223566487,partner_integration,2014-09-30,,NULL,NULL,,0
224675133,partner_integration,2014-08-01,,NULL,NULL,,0
222493767,partner_integration,2013-08-31,,NULL,NULL,,0
219932901,partner_integration,2013-05-31,,NULL,NULL,,0
223632267,partner_integration,2014-01-31,,NULL,NULL,,0
220348327,partner_integration,2013-10-20,,NULL,NULL,,0
222508441,partner_integration,2013-10-09,,NULL,NULL,,0
222720961,partner_integration,2013-11-25,,NULL,NULL,,0
224857293,partner_integration,2014-09-03,,NULL,NULL,,0
223045307,partner_integration,2013-12-09,,NULL,NULL,,0
221946781,partner_integration,2014-06-14,,NULL,NULL,,0
221926541,partner_integration,2013-03-27,,NULL,NULL,,0
221946781,partner_integration,2013-07-15,,NULL,NULL,,0
222295921,partner_integration,2013-07-05,,NULL,NULL,,0
224735347,partner_integration,2014-08-12,,NULL,NULL,,0
224842113,partner_integration,2014-09-27,,NULL,NULL,,0
221583473,partner_integration,2014-05-10,,NULL,NULL,,0
224457553,partner_integration,2014-06-26,,NULL,NULL,,0
223945481,partner_integration,2014-03-28,,NULL,NULL,,0
222195227,partner_integration,2013-06-11,,NULL,NULL,,0
221719081,partner_integration,2013-01-22,,NULL,NULL,,0
223399507,partner_integration,2014-03-04,,NULL,NULL,,0
223591281,partner_integration,2014-01-23,,NULL,NULL,,0
224842113,partner_integration,2014-08-31,,NULL,NULL,,0
219993621,partner_integration,2014-07-23,,NULL,NULL,,0
222736141,partner_integration,2013-10-25,,NULL,NULL,,0
219832207,partner_integration,2013-12-14,,NULL,NULL,,0
220763753,partner_integration,2013-12-15,,NULL,NULL,,0
222190673,partner_integration,2013-06-10,,NULL,NULL,,0
218942153,partner_integration,2014-04-04,,NULL,NULL,,0
223237081,partner_integration,2014-01-31,,NULL,NULL,,0
224204047,partner_integration,2014-05-12,,NULL,NULL,,0
224107401,partner_integration,2014-04-27,,NULL,NULL,,0
221638627,partner_integration,2013-01-05,,NULL,NULL,,0
225049067,partner_integration,2014-10-06,,NULL,NULL,,0
218982633,partner_integration,2014-03-26,,NULL,NULL,,0
220657493,partner_integration,2013-08-06,,NULL,NULL,,0
223399507,partner_integration,2014-01-31,,NULL,NULL,,0
222974467,partner_integration,2014-03-23,,NULL,NULL,,0
224927627,partner_integration,2014-09-15,,NULL,NULL,,0
223860473,partner_integration,2014-03-14,,NULL,NULL,,0
222736141,partner_integration,2014-05-28,,NULL,NULL,,0
219993621,partner_integration,2013-12-01,,NULL,NULL,,0
224639713,partner_integration,2014-09-04,,NULL,NULL,,0
224528393,partner_integration,2014-08-14,,NULL,NULL,,0
222974467,partner_integration,2014-03-24,,NULL,NULL,,0
219993621,partner_integration,2013-06-01,,NULL,NULL,,0
224446421,partner_integration,2014-06-22,,NULL,NULL,,0
224122581,partner_integration,2014-04-30,,NULL,NULL,,0
223677807,partner_integration,2014-04-26,,NULL,NULL,,0
223237081,partner_integration,2013-12-25,,NULL,NULL,,0
222412301,partner_integration,2013-08-08,,NULL,NULL,,0
218982633,partner_integration,2014-04-10,,NULL,NULL,,0
223833655,partner_integration,2014-03-08,,NULL,NULL,,0
224371027,partner_integration,2014-06-14,,NULL,NULL,,0
222882375,partner_integration,2014-08-04,,NULL,NULL,,0
220013355,partner_integration,2014-04-11,,NULL,NULL,,0
221612315,partner_integration,2013-01-24,,NULL,NULL,,0
223474901,partner_integration,2014-02-22,,NULL,NULL,,0
223717275,partner_integration,2014-02-15,,NULL,NULL,,0
222204335,partner_integration,2013-06-14,,NULL,NULL,,0
223833655,partner_integration,2014-05-01,,NULL,NULL,,0
221495935,partner_integration,2013-12-07,,NULL,NULL,,0
223474901,partner_integration,2014-01-22,,NULL,NULL,,0
219517475,partner_integration,2013-06-09,,NULL,NULL,,0
221638627,partner_integration,2014-08-09,,NULL,NULL,,0
223601907,partner_integration,2014-01-25,,NULL,NULL,,0
224406447,partner_integration,2014-06-16,,NULL,NULL,,0
222882375,partner_integration,2013-11-18,,NULL,NULL,,0
223237081,partner_integration,2013-12-25,,NULL,NULL,,0
224851727,partner_integration,2014-09-02,,NULL,NULL,,0
224789995,partner_integration,2014-08-22,,NULL,NULL,,0
222442661,partner_integration,2013-08-16,,NULL,NULL,,0
223424807,partner_integration,2014-02-12,,NULL,NULL,,0
223459721,partner_integration,2014-01-11,,NULL,NULL,,0
224406447,partner_integration,2014-09-26,,NULL,NULL,,0
221997887,partner_integration,2013-04-18,,NULL,NULL,,0
224087161,partner_integration,2014-04-23,,NULL,NULL,,0
224507647,partner_integration,2014-07-01,,NULL,NULL,,0
221946781,partner_integration,2013-04-02,,NULL,NULL,,0
222493767,partner_integration,2013-11-30,,NULL,NULL,,0
223237081,partner_integration,2014-03-07,,NULL,NULL,,0
219431455,partner_integration,2014-07-12,,NULL,NULL,,0
223965721,partner_integration,2014-04-02,,NULL,NULL,,0
223677807,partner_integration,2014-02-07,,NULL,NULL,,0
222098581,partner_integration,2013-05-17,,NULL,NULL,,0
225050585,email_sub,2014-10-07,,NULL,NULL,,0
225052609,email_sub,2014-10-07,,NULL,NULL,,0
225054127,email_sub,2014-10-07,,NULL,NULL,,0
225054127,partner_integration,2014-10-07,,NULL,NULL,,0
225054127,partner_integration,2014-10-07,,NULL,NULL,,0
225054127,partner_integration,2014-10-07,,NULL,NULL,,0
225056151,email_sub,2014-10-08,,NULL,NULL,,0
225056151,partner_integration,2014-10-08,,NULL,NULL,,0
225059693,email_sub,2014-10-08,,NULL,NULL,,0
225059693,partner_integration,2014-10-08,,NULL,NULL,,0
225059693,partner_integration,2014-10-08,,NULL,NULL,,0
224683229,partner_integration,2014-10-09,,NULL,NULL,,0
