user_id,dealer,action_type,time_stamp,item_name,item_price,coupon_code,dist_channel
223151061,Cambridge,purchase,2013-10-08,Dashboard,344,,Retail
223405579,"Best Buy",purchase,2013-10-08,"Status Indicator Lg",397,,Retail
222935505,Amazon.com,purchase,2013-10-08,"Status Indicator Md",295,,Retail
223151567,other,purchase,2013-10-08,"Dashboard + Monitor",502,,"Dist Partners"
222735129,Amazon.com,purchase,2013-10-08,"Dashboard + Monitor",502,,Retail
223740045,other,purchase,2013-10-08,"Status Indicator Md",295,,"Dist Partners"
219853965,other,purchase,2013-10-08,"Dashboard + Monitor",502,,"Dist Partners"
219853965,other,purchase,2013-10-08,"Dashboard + Monitor",502,,"Dist Partners"
221802065,other,purchase,2013-10-08,"Status Indicator Lg",397,,"Dist Partners"
223540175,Cambridge,purchase,2013-10-08,Dashboard,344,,Retail
223382809,other,purchase,2013-10-08,"Status Indicator Sm",203,,"Dist Partners"
222626845,Cambridge,purchase,2013-10-09,Alarm,699,,Retail
222720455,"Distrib A",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
219872687,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222120845,other,purchase,2013-10-09,"Status Indicator Lg",397,,"Dist Partners"
218973019,Cambridge,purchase,2013-10-09,"Launch Button",699,,Retail
222927409,"Distrib B",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
219019571,other,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222773585,"Distrib A",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
219872687,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222805969,"Distrib B",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
222718431,Cambridge,purchase,2013-10-09,"Launch Button",699,,Retail
223123231,"Best Buy",purchase,2013-10-09,"Status Indicator Md",295,,Retail
223519429,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
218882445,"Distrib A",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
223229997,Cambridge,purchase,2013-10-09,"Launch Button",699,,Retail
223528537,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
219872687,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222833293,"Best Buy",purchase,2013-10-09,"Status Indicator Lg",397,,Retail
223392423,"Electronic Exp",purchase,2013-10-09,"Status Indicator Lg",397,,"Dist Partners"
222735635,"Electronic Exp",purchase,2013-10-09,Dashboard,344,,"Dist Partners"
223729925,other,purchase,2013-10-09,"Status Indicator Md",295,,"Dist Partners"
222919819,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
223150555,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
223394447,"Distrib B",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
219872687,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222628869,"Distrib A",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
219872687,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222687059,other,purchase,2013-10-09,"Launch Button",699,,Retail
222819125,"Electronic Exp",purchase,2013-10-09,Alarm,699,,"Dist Partners"
222735635,"Electronic Exp",purchase,2013-10-09,"Status Indicator Lg",397,,"Dist Partners"
222764983,other,purchase,2013-10-09,"Launch Button",699,,"Dist Partners"
222779657,online,purchase,2013-10-09,Alarm,699,,"Dist Partners"
223519935,"Distrib B",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
222720455,"Distrib A",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
219872687,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
222628869,"Distrib A",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
222888953,online,purchase,2013-10-09,"Dashboard + Monitor",502,,"Dist Partners"
223761297,"Best Buy",purchase,2013-10-09,"Status Indicator Lg",397,,Retail
223120701,online,purchase,2013-10-09,Alarm,699,,"Dist Partners"
224961529,"Distrib B",purchase,2013-10-09,"Status Indicator Sm",203,,"Dist Partners"
220901385,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
221682649,other,purchase,2013-10-10,"Dashboard + Monitor",502,,"Dist Partners"
222754863,other,purchase,2013-10-10,"Launch Button",699,,"Dist Partners"
223671735,other,purchase,2013-10-10,"Launch Button",699,,"Dist Partners"
222784211,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222430011,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
221379049,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
221682649,other,purchase,2013-10-10,"Launch Button",699,,"Dist Partners"
225032875,"Flagship Stores",purchase,2013-10-10,"Status Indicator Sm",203,,"Holographic Commerce"
222692625,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222430011,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
224674627,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222286813,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222191179,other,purchase,2013-10-10,"Status Indicator Lg",397,,"Dist Partners"
222784211,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222821149,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222784717,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
221682649,other,purchase,2013-10-10,"Launch Button",699,,"Dist Partners"
218786811,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222927915,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222861123,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222784211,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222516031,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
223671735,other,purchase,2013-10-10,"Dashboard + Monitor",502,,"Dist Partners"
223063523,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
221682649,other,purchase,2013-10-10,Dashboard,344,,"Dist Partners"
222859605,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222847461,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222777127,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222784211,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222886929,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222821149,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
222735635,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222908181,other,purchase,2013-10-11,"Status Indicator Md",295,,"Dist Partners"
220916059,other,purchase,2013-10-11,"Dashboard + Monitor",502,,"Dist Partners"
222822667,Southern,purchase,2013-10-11,"Launch Button",699,,Retail
222778645,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
223504249,Amazon.com,purchase,2013-10-11,Dashboard,344,,Retail
224986323,other,purchase,2013-10-11,"Status Indicator Lg",397,,"Dist Partners"
222858593,"Computer Discounter",purchase,2013-10-11,"Status Indicator Md",295,,"Dist Partners"
222792813,Southern,purchase,2013-10-11,"Launch Button",699,,Retail
223072125,other,purchase,2013-10-11,"Status Indicator Md",295,,"Dist Partners"
222845437,Amazon.com,purchase,2013-10-11,Dashboard,344,,Retail
219829171,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222787247,Amazon.com,purchase,2013-10-11,"Status Indicator Lg",397,,Retail
222729563,other,purchase,2013-10-11,Dashboard,344,,"Dist Partners"
222914759,Cambridge,purchase,2013-10-11,Alarm,699,,Retail
222622291,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
223045813,Amazon.com,purchase,2013-10-11,"Status Indicator Lg",397,,Retail
220916059,other,purchase,2013-10-11,"Dashboard + Monitor",502,,"Dist Partners"
223260357,other,purchase,2013-10-11,"Status Indicator Md",295,,"Dist Partners"
223072125,other,purchase,2013-10-11,"Status Indicator Lg",397,,"Dist Partners"
223059981,Cambridge,purchase,2013-10-11,Alarm,699,,Retail
223464275,Amazon.com,purchase,2013-10-11,"Status Indicator Lg",397,,Retail
222735635,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222824691,other,purchase,2013-10-11,"Status Indicator Lg",397,,"Dist Partners"
222880857,Cambridge,purchase,2013-10-11,"Dashboard + Monitor",502,,Retail
218681057,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
220312401,"Flagship Stores",purchase,2013-10-11,"Status Indicator Md",295,,"Holographic Commerce"
222787247,Amazon.com,purchase,2013-10-11,"Status Indicator Lg",397,,Retail
222951191,other,purchase,2013-10-11,"Status Indicator Lg",397,,"Dist Partners"
222859099,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222735635,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
223604943,Amazon.com,purchase,2013-10-11,Dashboard,344,,Retail
222984587,other,purchase,2013-10-11,"Status Indicator Sm",203,,Other
222778645,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222834811,"Computer Discounter",purchase,2013-10-11,"Launch Button",699,,"Dist Partners"
222740695,online,purchase,2013-10-11,"Status Indicator Md",295,,Online
222834811,"Computer Discounter",purchase,2013-10-11,"Launch Button",699,,"Dist Partners"
223072125,other,purchase,2013-10-11,"Status Indicator Lg",397,,"Dist Partners"
221656337,Amazon.com,purchase,2013-10-11,"Launch Button",699,,Retail
223179903,Amazon.com,purchase,2013-10-11,"Status Indicator Md",295,,Retail
219070677,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222189155,other,purchase,2013-10-11,"Launch Button",699,,"Dist Partners"
222740695,online,purchase,2013-10-11,"Launch Button",699,,Online
222277705,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222740695,online,purchase,2013-10-11,"Status Indicator Md",295,,Online
222778645,"Electronic Exp",purchase,2013-10-11,"Status Indicator Sm",203,,"Dist Partners"
222740695,online,purchase,2013-10-11,Dashboard,344,,Online
220916059,other,purchase,2013-10-11,"Dashboard + Monitor",502,,"Dist Partners"
222809511,"Computer Discounter",purchase,2013-10-11,"Launch Button",699,,"Dist Partners"
223460227,Cambridge,purchase,2013-10-11,Alarm,699,,Retail
222911217,Thayer,purchase,2013-10-14,"Status Indicator Lg",397,,"Dist Partners"
222979021,Cambridge,purchase,2013-10-14,"Launch Button",699,,Retail
222882375,other,purchase,2013-10-14,"Status Indicator Sm",203,,"Dist Partners"
222904639,Cambridge,purchase,2013-10-14,"Dashboard + Monitor",502,,Retail
222769537,Cambridge,purchase,2013-10-14,"Launch Button",699,,Retail
222542849,"online partner",purchase,2013-10-14,"Launch Button",699,,Online
222996731,other,purchase,2013-10-14,"Dashboard + Monitor",502,,"Dist Partners"
222826715,Cambridge,purchase,2013-10-14,"Dashboard + Monitor",502,,Retail
223787609,other,purchase,2013-10-14,"Status Indicator Sm",203,,"Dist Partners"
222777633,other,purchase,2013-10-14,Alarm,699,,Online
222833293,Amazon.com,purchase,2013-10-14,"Status Indicator Md",295,,Retail
223405073,Thayer,purchase,2013-10-14,"Status Indicator Md",295,,"Dist Partners"
223342329,other,purchase,2013-10-14,"Status Indicator Lg",397,,"Dist Partners"
222882375,other,purchase,2013-10-14,"Status Indicator Sm",203,,"Dist Partners"
222542849,"online partner",purchase,2013-10-14,"Status Indicator Md",295,,Online
222904639,Cambridge,purchase,2013-10-14,"Dashboard + Monitor",502,,Retail
222715395,Thayer,purchase,2013-10-14,Alarm,699,,"Dist Partners"
222881869,Thayer,purchase,2013-10-14,"Status Indicator Md",295,,"Dist Partners"
220487477,other,purchase,2013-10-14,"Status Indicator Sm",203,,"Dist Partners"
222777633,other,purchase,2013-10-14,"Launch Button",699,,Online
223624171,Thayer,purchase,2013-10-14,"Status Indicator Lg",397,,"Dist Partners"
222542849,"online partner",purchase,2013-10-14,Alarm,699,,Online
220523909,other,purchase,2013-10-14,Alarm,699,,Retail
222996731,other,purchase,2013-10-14,Dashboard,344,,"Dist Partners"
222996731,other,purchase,2013-10-14,"Dashboard + Monitor",502,,"Dist Partners"
221386133,other,purchase,2013-10-14,"Launch Button",699,,Retail
223130821,Thayer,purchase,2013-10-14,"Status Indicator Md",295,,"Dist Partners"
222593955,other,purchase,2013-10-14,"Status Indicator Lg",397,,Online
222172457,Thayer,purchase,2013-10-14,"Launch Button",699,,"Dist Partners"
224470203,other,purchase,2013-10-14,Dashboard,344,,"Dist Partners"
222996731,other,purchase,2013-10-14,Dashboard,344,,"Dist Partners"
222996731,other,purchase,2013-10-14,Dashboard,344,,"Dist Partners"
223787609,other,purchase,2013-10-14,"Status Indicator Sm",203,,"Dist Partners"
223302861,Amazon.com,purchase,2013-10-14,"Launch Button",699,,Retail
218953285,Thayer,purchase,2013-10-14,"Status Indicator Md",295,,"Dist Partners"
222593955,other,purchase,2013-10-14,"Status Indicator Lg",397,,Online
222755875,other,purchase,2013-10-14,"Status Indicator Md",295,,Other
222782693,other,purchase,2013-10-14,"Status Indicator Md",295,,"Dist Partners"
223153591,other,purchase,2013-10-15,"Status Indicator Lg",397,,"Dist Partners"
222978009,Amazon.com,purchase,2013-10-15,"Status Indicator Md",295,,Retail
222749803,other,purchase,2013-10-15,"Status Indicator Md",295,,Retail
222089473,online,purchase,2013-10-15,"Status Indicator Sm",203,,Online
222182577,"Distrib B",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
222993695,"Distrib B",purchase,2013-10-15,Dashboard,344,,"Dist Partners"
222749803,other,purchase,2013-10-15,"Status Indicator Md",295,,Retail
222787247,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
222851509,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
222972443,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
222138555,other,purchase,2013-10-15,Dashboard,344,,"Dist Partners"
222758911,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
222142603,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
221682649,other,purchase,2013-10-15,"Dashboard + Monitor",502,,"Dist Partners"
222937529,Amazon.com,purchase,2013-10-15,"Launch Button",699,,Retail
223002297,other,purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
221999405,"Flagship Stores",purchase,2013-10-15,Alarm,699,,"Holographic Commerce"
222787247,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
222787247,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
220905939,online,purchase,2013-10-15,"Status Indicator Sm",203,,Online
222894519,Amazon.com,purchase,2013-10-15,"Status Indicator Md",295,,Retail
221682649,other,purchase,2013-10-15,"Dashboard + Monitor",502,,"Dist Partners"
223144483,other,purchase,2013-10-15,"Status Indicator Md",295,,Retail
222848979,DSG,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
222716407,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
221999405,"Distrib B",purchase,2013-10-15,Dashboard,344,,"Dist Partners"
222907675,other,purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
223417217,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
222182577,"Distrib B",purchase,2013-10-15,Dashboard,344,,"Dist Partners"
222421915,online,purchase,2013-10-15,"Status Indicator Sm",203,,Online
222910205,"Distrib B",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
223002297,other,purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
222821149,"online partner",purchase,2013-10-15,"Status Indicator Md",295,,Online
222142603,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
223266429,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
224260719,other,purchase,2013-10-15,"Dashboard + Monitor",502,,"Dist Partners"
222907675,other,purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
223063523,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
224856787,"Distrib A",purchase,2013-10-15,"Status Indicator Sm",203,,"Dist Partners"
223091859,Amazon.com,purchase,2013-10-15,"Status Indicator Lg",397,,Retail
223453143,"Best Buy",purchase,2013-10-16,"Status Indicator Md",295,,Retail
221881507,other,purchase,2013-10-16,"Status Indicator Md",295,,Retail
222699709,online,purchase,2013-10-16,"Status Indicator Lg",397,,Online
222968395,Cambridge,purchase,2013-10-16,"Launch Button",699,,Retail
222618749,other,purchase,2013-10-16,Dashboard,344,,"Dist Partners"
222875797,Cambridge,purchase,2013-10-16,Alarm,699,,Retail
223094895,"Distrib B",purchase,2013-10-16,"Status Indicator Lg",397,,"Dist Partners"
223057957,"Distrib B",purchase,2013-10-16,"Status Indicator Lg",397,,"Dist Partners"
222180047,other,purchase,2013-10-16,"Status Indicator Sm",203,,"Dist Partners"
223166241,other,purchase,2013-10-16,Alarm,699,,"Dist Partners"
223368641,"Distrib B",purchase,2013-10-16,"Status Indicator Lg",397,,"Dist Partners"
223198119,Cambridge,purchase,2013-10-16,"Dashboard + Monitor",502,,Retail
223025573,other,purchase,2013-10-16,"Status Indicator Lg",397,,Retail
223808355,Cambridge,purchase,2013-10-16,Alarm,699,,Retail
223630749,"Best Buy",purchase,2013-10-16,"Status Indicator Md",295,,Retail
223082245,other,purchase,2013-10-16,"Launch Button",699,,"Dist Partners"
224045669,"Best Buy",purchase,2013-10-16,"Status Indicator Lg",397,,Retail
223493623,other,purchase,2013-10-16,"Status Indicator Md",295,,"Dist Partners"
222618749,other,purchase,2013-10-16,"Dashboard + Monitor",502,,"Dist Partners"
222905145,Cambridge,purchase,2013-10-16,Dashboard,344,,Retail
223114629,other,purchase,2013-10-17,"Status Indicator Md",295,,"Dist Partners"
