user_id,BaseStation,LaunchButton,StatusIndicatorSm,StatusIndicatorLg,StatusIndicatorMd,Dashboard,Alarm,DashboardMonitor,SignalAmplifier,SpyCamera,Remote,CouponCode1,CouponCode2,CouponCode3
219288257,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219295847,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219296353,0,0,0,0,1,0,0,1,0,0,0,0,0,0
219298883,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219299895,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219300401,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219306473,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219309003,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219310015,0,0,3,0,0,2,0,0,0,0,0,0,0,0
219311533,0,1,1,0,0,2,0,2,0,1,1,0,0,0
219315075,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219319123,0,1,0,0,1,0,0,0,0,0,0,0,0,0
219326713,0,1,6,0,0,0,0,0,0,0,0,0,0,0
219327219,0,1,0,0,0,0,0,0,0,1,0,0,0,0
219328231,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219332279,0,1,2,0,0,0,1,0,0,0,0,0,0,0
219338351,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219342399,0,0,1,0,0,0,0,1,0,0,0,0,0,0
219343411,0,0,0,0,2,0,0,1,0,0,0,0,0,0
219347965,0,0,2,0,0,0,0,0,0,1,0,0,0,0
219348471,0,1,0,0,1,0,0,0,0,0,0,0,0,0
219355049,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219356061,0,0,3,0,0,0,0,0,0,0,0,0,0,0
219361121,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219363145,0,1,3,0,0,0,1,0,0,0,0,0,0,0
219367699,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219368711,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219375289,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219377313,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219378325,0,0,1,0,0,2,0,1,0,0,0,0,0,0
219378831,0,2,0,0,0,0,0,0,0,0,0,0,0,0
219395023,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219395529,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219396541,0,1,1,0,0,0,0,0,0,0,0,0,0,0
219398059,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219398565,0,1,0,0,2,0,1,0,0,0,0,0,0,0
219400083,0,0,0,0,0,1,0,0,0,1,0,0,0,0
219403119,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219405143,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219406661,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219410203,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219421335,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219421841,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219425889,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219428925,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219438033,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219439045,0,0,1,0,1,0,0,0,0,0,0,0,0,0
219440563,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219448153,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219456249,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219460297,0,0,0,1,0,0,0,0,0,0,0,0,1,0
219472441,0,0,2,0,0,0,1,0,0,0,0,0,0,0
219475983,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219476489,0,0,0,1,0,0,0,0,0,0,0,1,0,0
219476995,0,0,3,0,0,0,0,0,0,0,0,0,0,0
219480031,0,0,0,0,0,1,0,2,0,0,1,0,0,0
219480537,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219482055,0,1,0,0,0,0,1,1,0,0,0,0,0,0
219494199,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219495211,0,1,2,0,1,0,0,0,1,0,0,0,0,0
219496223,0,1,2,0,2,0,1,0,0,0,0,0,0,0
219497741,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219501789,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219509885,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219516969,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219517475,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219523041,0,1,2,0,0,0,0,0,0,1,0,0,0,0
219526077,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219527595,0,0,1,0,1,0,0,0,0,0,0,0,0,0
219529113,0,1,1,0,0,0,0,0,0,1,0,0,0,0
219539233,0,0,1,0,1,0,0,0,0,0,0,0,0,0
219540751,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219545305,0,1,1,0,0,0,0,0,0,1,0,0,0,0
219556437,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219556943,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219558967,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219559979,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219561497,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219568581,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219571617,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219581231,0,0,0,0,0,0,0,5,0,0,0,0,0,0
219582243,0,3,2,1,1,6,0,7,0,1,0,0,0,0
219590339,0,1,3,0,0,0,0,0,0,0,0,0,0,0
219591351,0,0,1,0,2,0,0,0,0,0,0,0,0,0
219592363,0,1,0,0,0,0,1,0,0,0,0,0,0,0
219594387,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219605013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219606531,0,0,0,1,0,0,0,0,0,1,0,0,0,0
219627783,0,2,4,1,0,0,1,2,0,0,0,0,0,0
219629807,0,0,0,2,0,0,0,0,0,0,0,0,0,0
219632843,0,0,0,0,4,0,0,0,0,0,0,0,0,0
219634361,0,1,0,0,0,0,0,0,1,0,0,0,0,0
219638409,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219644481,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219645493,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219661179,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219662191,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219670287,0,0,1,0,1,0,0,0,0,0,0,0,0,0
219671805,0,0,1,0,0,1,0,0,0,0,0,0,0,0
219674841,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219678383,0,0,0,0,2,0,0,0,0,0,0,0,0,0
219678889,0,0,2,1,2,2,0,0,0,0,0,0,0,0
219682937,0,1,0,0,0,0,1,0,1,0,0,0,0,0
219683443,0,1,0,1,0,0,0,1,0,0,0,0,0,0
219683949,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219685973,0,0,0,0,1,0,0,0,1,1,0,0,0,0
219686479,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219686985,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219689009,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219691033,0,0,0,1,1,0,0,0,0,0,0,0,0,0
219691539,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219712285,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219722911,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219740115,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219744669,0,1,0,0,2,0,1,0,0,0,0,0,0,0
219747705,0,0,0,1,1,0,1,0,0,0,0,0,0,0
219753271,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219755801,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219761873,0,1,2,0,0,0,1,0,0,0,0,0,0,0
219779583,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219783125,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219783631,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219789197,0,0,0,6,0,0,1,0,1,0,0,2,2,4
219793751,0,1,1,0,0,0,1,0,0,0,0,0,0,0
219796281,0,1,2,0,0,0,0,0,0,0,0,0,0,0
219796787,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219798811,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219816521,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219817533,0,0,2,0,0,0,0,0,0,0,0,0,0,2
219819051,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219826135,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219829171,0,0,4,0,0,0,1,0,0,0,0,0,0,0
219832207,0,0,3,0,0,0,0,0,0,0,0,0,0,0
219832713,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219849411,0,0,0,0,3,0,0,0,0,0,0,0,0,0
219851435,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219853965,0,0,0,0,0,0,0,4,0,0,0,0,0,0
219857001,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219857507,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219869651,0,0,1,0,0,0,0,0,0,1,0,0,0,0
219871675,0,1,0,0,0,3,1,1,0,0,0,0,0,0
219872687,0,0,3,0,0,0,0,6,0,0,0,0,0,0
219873193,0,1,2,0,0,0,0,0,0,0,0,0,0,0
219874711,0,1,2,0,0,0,0,0,0,0,0,0,0,0
219877747,0,0,4,0,0,0,0,0,0,0,0,0,0,0
219885843,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219886349,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219896469,0,0,3,0,0,0,1,0,0,0,0,0,0,0
219898493,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219901023,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219904059,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219906083,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219910637,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219911143,0,0,1,1,0,1,0,0,0,0,0,1,0,0
219915191,0,0,4,0,0,0,0,0,0,0,0,0,0,0
219925311,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219933407,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219933913,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219938973,0,1,2,1,0,0,0,0,0,0,0,0,0,0
219943021,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219946563,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219947069,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219953647,0,1,4,0,2,0,0,0,0,0,0,0,0,0
219954659,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219959213,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219964273,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219967815,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219970345,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219970851,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219971357,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219973381,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219982995,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219992609,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219993621,0,1,1,0,0,0,0,0,0,0,0,0,0,0
219994633,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219996657,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220021957,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220023981,0,0,1,1,0,0,0,0,0,0,0,0,0,0
220034607,0,0,0,0,1,0,0,2,0,0,0,1,0,1
220039161,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220045739,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220047763,0,0,0,1,1,0,0,0,0,0,0,0,0,0
220049281,0,0,0,0,1,0,0,1,0,0,0,0,0,0
220060413,0,1,2,0,0,0,1,0,0,0,0,0,0,0
220060919,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220069521,0,0,5,1,1,0,0,1,0,0,0,0,0,0
220072557,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220078123,0,0,0,0,0,0,0,5,0,0,0,0,0,0
220082677,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220087737,0,0,0,1,0,1,0,0,0,0,0,0,0,0
220091785,0,1,0,0,1,0,0,0,0,1,0,0,0,0
220099375,0,0,3,0,1,0,0,0,0,0,0,0,0,0
220101399,0,0,2,0,18,1,0,6,0,0,2,0,0,0
220103423,0,1,2,0,0,0,0,0,0,0,0,0,0,0
220103929,0,1,0,1,0,0,0,0,0,0,0,0,0,0
220106965,0,1,2,0,0,0,1,0,0,0,0,1,2,1
220111013,0,0,1,1,2,0,0,0,1,0,0,0,0,0
220114049,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220116073,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220117591,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220143397,0,0,2,1,0,0,0,0,0,0,0,0,0,0
220156553,0,1,2,0,0,1,0,0,0,0,0,0,0,0
220157059,0,1,0,0,0,0,1,0,0,0,0,0,0,0
220158071,0,0,0,0,2,0,0,0,0,0,0,0,0,0
220159083,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220159589,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220173757,0,1,2,0,0,0,0,0,0,0,0,0,0,0
220175275,0,1,3,0,0,0,0,0,0,1,0,0,0,0
220176793,0,0,1,0,0,0,0,1,0,0,0,0,0,0
220181853,0,0,1,0,0,0,0,0,0,0,1,0,0,0
220182865,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220183877,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220185901,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220192985,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220195009,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220204623,0,1,0,0,0,2,1,10,0,0,0,0,0,0
220211707,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220216261,0,1,0,2,0,0,0,0,0,0,0,0,0,0
220219803,0,0,1,0,0,1,0,0,0,0,0,0,0,0
220224357,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220229417,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220229923,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220232453,0,0,2,0,4,2,0,0,0,0,0,0,0,0
220233465,0,0,1,0,2,0,0,0,0,0,0,0,0,1
220233971,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220234477,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220236501,0,0,1,0,1,0,0,0,0,0,0,0,0,0
220238019,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220243585,0,0,2,0,0,0,1,0,0,0,0,0,0,0
220251681,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220252693,0,1,0,0,0,0,0,0,0,1,0,0,0,0
220254717,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220259271,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220260789,0,0,1,0,0,0,1,0,0,0,0,0,0,0
220271921,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220272427,0,1,1,0,0,0,0,0,0,0,0,0,0,0
220274451,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220275463,0,0,0,0,0,2,0,4,0,0,0,0,0,0
220283053,0,0,2,0,0,0,0,0,1,0,0,0,0,0
220285077,0,0,4,0,0,0,0,0,0,0,0,0,0,0
220291655,0,0,0,1,1,1,0,0,0,0,0,0,0,0
220297221,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220299751,0,1,2,0,2,0,1,1,0,0,0,0,0,0
220301269,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220306329,0,0,0,0,2,0,0,0,0,0,0,0,0,0
220312401,0,0,0,0,2,0,0,0,0,0,0,0,0,0
220316449,0,0,0,2,1,0,0,0,0,0,0,0,0,0
220318473,0,0,3,0,1,0,0,0,0,0,0,0,0,0
220318979,0,0,0,0,0,1,0,2,0,0,0,0,0,0
220319991,0,1,2,0,0,0,1,0,0,0,0,0,0,0
220328087,0,0,0,1,1,0,0,0,1,0,0,0,0,0
220340737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220341243,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220342761,0,0,0,0,0,0,0,4,0,0,0,0,0,0
220343773,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220344785,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220348327,0,0,1,0,1,0,0,0,1,0,0,0,0,0
220350351,0,1,1,0,0,0,0,0,0,0,0,0,0,0
220351363,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220357941,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220358953,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220359965,0,0,2,0,1,0,0,0,0,0,0,0,0,0
220367555,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220370085,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220374639,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220380205,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220381217,0,0,0,0,0,0,0,4,0,0,0,0,0,0
220383241,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220402975,0,1,0,0,0,0,0,0,0,1,0,0,0,0
220404999,0,1,1,1,0,0,1,0,0,0,0,1,0,1
220408035,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220412083,0,0,0,1,1,1,0,0,0,0,1,0,0,0
220412589,0,0,1,0,1,1,0,0,0,0,0,0,0,0
220413095,0,0,2,0,1,0,0,0,0,0,0,0,0,0
220414107,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220418661,0,0,0,1,1,0,0,0,1,0,0,0,0,0
220421191,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220421697,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220439407,0,1,2,0,0,0,0,0,0,0,0,0,0,0
220442949,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220448009,0,0,0,0,0,2,0,0,0,0,0,0,0,0
220454081,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220456611,0,1,1,0,0,0,0,0,0,0,0,0,0,0
220463189,0,0,3,1,0,0,0,1,0,0,0,0,0,0
220463695,0,0,1,1,0,0,0,0,0,0,0,0,0,1
220464201,0,0,2,1,1,0,0,0,0,0,0,0,0,0
220469767,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220477863,0,0,3,0,0,0,0,0,0,0,0,0,0,0
220483935,0,2,2,0,0,0,1,4,0,0,0,0,0,0
220487477,0,1,1,2,0,0,0,0,0,0,0,0,0,0
220488489,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220490513,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220499621,0,0,3,0,0,0,0,0,0,0,0,0,0,0
220500633,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220502657,0,1,2,0,0,0,1,0,0,0,0,0,0,0
220503669,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220505187,0,1,0,0,4,0,0,0,0,0,0,0,0,0
220510753,0,0,4,0,0,0,0,1,0,0,0,0,0,0
220511259,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220516825,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220519355,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220520873,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220523909,0,1,0,1,1,0,1,0,0,0,0,0,0,0
220526439,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220527451,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220533017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220534029,0,1,1,0,0,0,0,0,0,0,0,0,0,0
220549209,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220556799,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220560341,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220562871,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220576533,0,1,0,0,0,0,0,1,0,0,0,0,0,0
220579569,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220581087,0,0,1,0,0,1,0,1,0,0,0,0,0,0
220582099,0,1,1,0,0,0,0,0,0,0,0,1,0,0
220584123,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220592219,0,0,2,0,0,0,0,0,0,0,0,0,0,0
220610435,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220635229,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220636241,0,0,0,0,0,13,0,5,0,0,0,0,0,0
220647373,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220649903,0,1,0,1,0,0,1,0,0,0,0,0,0,0
220655469,0,0,0,0,0,0,0,5,0,0,0,0,0,0
